city,year,party,tot_invest,administration_invest,social_invest,environment_invest,transport_invest,education_invest,culture_invest,sport_invest,tourism_invest,economic_invest,sevice_invest,police_invest,justice_invest
ascoli-piceno,2012,PDL,"INVESTIMENTI 8,7 milioni ","INVESTIMENTI 5,2 milioni ",INVESTIMENTI 439491 ,INVESTIMENTI 166776 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 332110 ,INVESTIMENTI 833452 ,INVESTIMENTI 188768 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 190534 ,INVESTIMENTI 59816 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
ascoli-piceno,2013,PDL,"INVESTIMENTI 10,1 milioni ","INVESTIMENTI 4,7 milioni ",INVESTIMENTI 460944 ,INVESTIMENTI 819940 ,"INVESTIMENTI 2,4 milioni ",INVESTIMENTI 794261 ,INVESTIMENTI 576142 ,INVESTIMENTI 231111 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 63407 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
ascoli-piceno,2014,more_party,"INVESTIMENTI 9,7 milioni ","INVESTIMENTI 4,2 milioni ",INVESTIMENTI 113755 ,INVESTIMENTI 512477 ,"INVESTIMENTI 3,5 milioni ",INVESTIMENTI 422361 ,INVESTIMENTI 326628 ,INVESTIMENTI 160231 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 2933 ,INVESTIMENTI 491900 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
asti,2005,DL,"INVESTIMENTI 17,5 milioni ","INVESTIMENTI 5,3 milioni ",INVESTIMENTI 498796 ,"INVESTIMENTI 2,2 milioni ","INVESTIMENTI 5,2 milioni ",INVESTIMENTI 899455 ,INVESTIMENTI 299511 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 1382 ,INVESTIMENTI 0 ,INVESTIMENTI 19570 ,"INVESTIMENTI 2,0 milioni "
,,,,,,,,,,,,,,,
asti,2006,DL,"INVESTIMENTI 17,6 milioni ","INVESTIMENTI 6,6 milioni ",INVESTIMENTI 999620 ,"INVESTIMENTI 4,1 milioni ","INVESTIMENTI 3,4 milioni ",INVESTIMENTI 368812 ,INVESTIMENTI 811950 ,INVESTIMENTI 594241 ,INVESTIMENTI 1800 ,INVESTIMENTI 64029 ,INVESTIMENTI 0 ,INVESTIMENTI 18463 ,INVESTIMENTI 722686 
,,,,,,,,,,,,,,,
asti,2007,more_party,"INVESTIMENTI 22,1 milioni ","INVESTIMENTI 6,9 milioni ",INVESTIMENTI 668605 ,"INVESTIMENTI 6,5 milioni ","INVESTIMENTI 4,9 milioni ",INVESTIMENTI 944965 ,INVESTIMENTI 898552 ,INVESTIMENTI 424501 ,INVESTIMENTI 0 ,INVESTIMENTI 362303 ,INVESTIMENTI 0 ,INVESTIMENTI 94426 ,INVESTIMENTI 438815 
,,,,,,,,,,,,,,,
asti,2008,FI,"INVESTIMENTI 17,8 milioni ","INVESTIMENTI 6,0 milioni ",INVESTIMENTI 593900 ,"INVESTIMENTI 4,5 milioni ","INVESTIMENTI 3,7 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 181489 ,INVESTIMENTI 596850 ,INVESTIMENTI 0 ,INVESTIMENTI 149394 ,INVESTIMENTI 0 ,INVESTIMENTI 114128 ,INVESTIMENTI 170845 
,,,,,,,,,,,,,,,
asti,2009,FI,"INVESTIMENTI 14,2 milioni ","INVESTIMENTI 4,3 milioni ",INVESTIMENTI 559499 ,"INVESTIMENTI 3,5 milioni ","INVESTIMENTI 2,6 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 328556 ,INVESTIMENTI 494510 ,INVESTIMENTI 0 ,INVESTIMENTI 3708 ,INVESTIMENTI 0 ,INVESTIMENTI 78155 ,INVESTIMENTI 87368 
,,,,,,,,,,,,,,,
asti,2010,FI,"INVESTIMENTI 15,0 milioni ","INVESTIMENTI 3,4 milioni ",INVESTIMENTI 183209 ,"INVESTIMENTI 3,7 milioni ","INVESTIMENTI 3,3 milioni ","INVESTIMENTI 3,3 milioni ",INVESTIMENTI 225584 ,INVESTIMENTI 779850 ,INVESTIMENTI 0 ,INVESTIMENTI 7797 ,INVESTIMENTI 0 ,INVESTIMENTI 64465 ,INVESTIMENTI 77681 
,,,,,,,,,,,,,,,
asti,2011,FI,"INVESTIMENTI 11,0 milioni ","INVESTIMENTI 3,6 milioni ",INVESTIMENTI 448556 ,"INVESTIMENTI 1,4 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 810351 ,INVESTIMENTI 397968 ,INVESTIMENTI 37826 ,INVESTIMENTI 14159 ,INVESTIMENTI 0 ,INVESTIMENTI 47220 ,INVESTIMENTI 9539 
,,,,,,,,,,,,,,,
asti,2012,more_party,"INVESTIMENTI 5,7 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 290655 ,INVESTIMENTI 522527 ,"INVESTIMENTI 1,3 milioni ",INVESTIMENTI 942895 ,INVESTIMENTI 296362 ,INVESTIMENTI 128506 ,INVESTIMENTI 0 ,INVESTIMENTI 25021 ,INVESTIMENTI 0 ,INVESTIMENTI 39718 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
asti,2013,PD,"INVESTIMENTI 6,1 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 358411 ,"INVESTIMENTI 1,0 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 577161 ,INVESTIMENTI 240471 ,INVESTIMENTI 75868 ,INVESTIMENTI 0 ,INVESTIMENTI 109332 ,INVESTIMENTI 0 ,INVESTIMENTI 41346 ,INVESTIMENTI 2971 
,,,,,,,,,,,,,,,
asti,2014,PD,"INVESTIMENTI 6,4 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 220640 ,INVESTIMENTI 380101 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 280793 ,INVESTIMENTI 669040 ,INVESTIMENTI 890650 ,INVESTIMENTI 0 ,INVESTIMENTI 223839 ,INVESTIMENTI 9516 ,INVESTIMENTI 34708 ,INVESTIMENTI 11304 
,,,,,,,,,,,,,,,
avellino,2005,PD,"INVESTIMENTI 24,4 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 2,3 milioni ","INVESTIMENTI 14,1 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 787597 ,INVESTIMENTI 0 ,INVESTIMENTI 28204 ,INVESTIMENTI 0 ,INVESTIMENTI 150963 ,INVESTIMENTI 132634 
,,,,,,,,,,,,,,,
avellino,2006,PD,"INVESTIMENTI 17,3 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 2,5 milioni ","INVESTIMENTI 9,8 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 882438 ,INVESTIMENTI 640307 ,INVESTIMENTI 871022 ,INVESTIMENTI 0 ,INVESTIMENTI 84978 ,INVESTIMENTI 0 ,INVESTIMENTI 72340 ,INVESTIMENTI 209749 
,,,,,,,,,,,,,,,
avellino,2007,PD,"INVESTIMENTI 23,7 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 11,8 milioni ","INVESTIMENTI 4,1 milioni ",INVESTIMENTI 975818 ,"INVESTIMENTI 2,4 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 65858 ,INVESTIMENTI 101837 ,INVESTIMENTI 240860 ,INVESTIMENTI 183476 
,,,,,,,,,,,,,,,
avellino,2008,PD,"INVESTIMENTI 39,6 milioni ","INVESTIMENTI 4,4 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 14,2 milioni ","INVESTIMENTI 13,6 milioni ",INVESTIMENTI 707326 ,"INVESTIMENTI 2,9 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 11021 ,INVESTIMENTI 0 ,INVESTIMENTI 147475 ,INVESTIMENTI 281956 
,,,,,,,,,,,,,,,
avellino,2009,more_party,"INVESTIMENTI 36,2 milioni ","INVESTIMENTI 2,5 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 10,5 milioni ","INVESTIMENTI 16,0 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 133678 ,INVESTIMENTI 0 ,INVESTIMENTI 3987 ,INVESTIMENTI 229238 
,,,,,,,,,,,,,,,
avellino,2010,PD,"INVESTIMENTI 12,5 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 389947 ,"INVESTIMENTI 6,0 milioni ","INVESTIMENTI 3,4 milioni ",INVESTIMENTI 623486 ,INVESTIMENTI 315349 ,INVESTIMENTI 394416 ,INVESTIMENTI 0 ,INVESTIMENTI 319142 ,INVESTIMENTI 0 ,INVESTIMENTI 1368 ,INVESTIMENTI 31150 
,,,,,,,,,,,,,,,
avellino,2011,PD,"INVESTIMENTI 6,2 milioni ",INVESTIMENTI 144476 ,INVESTIMENTI 415238 ,"INVESTIMENTI 2,3 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 940587 ,INVESTIMENTI 93360 ,INVESTIMENTI 352048 ,INVESTIMENTI 0 ,INVESTIMENTI 136950 ,INVESTIMENTI 0 ,INVESTIMENTI 66215 ,INVESTIMENTI 158387 
,,,,,,,,,,,,,,,
avellino,2012,PD,"INVESTIMENTI 14,1 milioni ",INVESTIMENTI 172786 ,INVESTIMENTI 145740 ,"INVESTIMENTI 7,6 milioni ","INVESTIMENTI 3,7 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 30000 ,INVESTIMENTI 350538 ,INVESTIMENTI 0 ,INVESTIMENTI 40561 ,INVESTIMENTI 0 ,INVESTIMENTI 207192 ,INVESTIMENTI 94172 
,,,,,,,,,,,,,,,
avellino,2013,PD,"INVESTIMENTI 18,9 milioni ",INVESTIMENTI 466432 ,INVESTIMENTI 41839 ,"INVESTIMENTI 9,7 milioni ","INVESTIMENTI 6,3 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 202975 ,INVESTIMENTI 233437 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 2511 ,INVESTIMENTI 102972 
,,,,,,,,,,,,,,,
avellino,2014,PD,"INVESTIMENTI 17,7 milioni ",INVESTIMENTI 218752 ,INVESTIMENTI 13564 ,"INVESTIMENTI 6,1 milioni ","INVESTIMENTI 9,1 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 5953 ,INVESTIMENTI 308407 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 2579 ,INVESTIMENTI 88250 
,,,,,,,,,,,,,,,
bari,2005,DS,"INVESTIMENTI 41,7 milioni ","INVESTIMENTI 6,7 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 21,1 milioni ","INVESTIMENTI 6,1 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 124636 ,INVESTIMENTI 847710 ,INVESTIMENTI 48149 ,"INVESTIMENTI 2,3 milioni ",INVESTIMENTI 1762 ,INVESTIMENTI 620380 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
bari,2006,DS,"INVESTIMENTI 36,3 milioni ","INVESTIMENTI 6,0 milioni ","INVESTIMENTI 3,5 milioni ","INVESTIMENTI 13,8 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 18147 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 521550 ,"INVESTIMENTI 3,2 milioni ",INVESTIMENTI 7603 ,INVESTIMENTI 782882 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
bari,2007,DS,"INVESTIMENTI 72,6 milioni ","INVESTIMENTI 14,7 milioni ","INVESTIMENTI 4,6 milioni ","INVESTIMENTI 16,5 milioni ","INVESTIMENTI 11,0 milioni ","INVESTIMENTI 3,4 milioni ","INVESTIMENTI 16,4 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 190274 ,"INVESTIMENTI 2,7 milioni ",INVESTIMENTI 5350 ,INVESTIMENTI 582430 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
bari,2008,DS,"INVESTIMENTI 76,5 milioni ","INVESTIMENTI 18,5 milioni ","INVESTIMENTI 5,4 milioni ","INVESTIMENTI 28,2 milioni ","INVESTIMENTI 11,5 milioni ","INVESTIMENTI 3,9 milioni ","INVESTIMENTI 5,3 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 117738 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 409956 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
bari,2009,more_party,"INVESTIMENTI 87,5 milioni ","INVESTIMENTI 25,2 milioni ","INVESTIMENTI 6,4 milioni ","INVESTIMENTI 32,7 milioni ","INVESTIMENTI 10,0 milioni ","INVESTIMENTI 3,5 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 429170 ,"INVESTIMENTI 4,2 milioni ",INVESTIMENTI 253420 ,INVESTIMENTI 933133 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
bari,2010,PD,"INVESTIMENTI 50,7 milioni ","INVESTIMENTI 9,0 milioni ","INVESTIMENTI 3,6 milioni ","INVESTIMENTI 15,9 milioni ","INVESTIMENTI 10,6 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 854566 ,"INVESTIMENTI 2,7 milioni ",INVESTIMENTI 157466 ,"INVESTIMENTI 4,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 712603 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
bari,2011,PD,"INVESTIMENTI 25,3 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 10,0 milioni ","INVESTIMENTI 4,4 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 472298 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 15006 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 935184 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
bari,2012,PD,"INVESTIMENTI 39,2 milioni ","INVESTIMENTI 7,9 milioni ","INVESTIMENTI 2,5 milioni ","INVESTIMENTI 12,2 milioni ","INVESTIMENTI 9,1 milioni ","INVESTIMENTI 2,6 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 689080 ,INVESTIMENTI 528264 ,"INVESTIMENTI 1,9 milioni ",INVESTIMENTI 25410 ,INVESTIMENTI 488566 ,INVESTIMENTI 1502 
,,,,,,,,,,,,,,,
bari,2013,PD,"INVESTIMENTI 34,0 milioni ","INVESTIMENTI 12,3 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 8,5 milioni ","INVESTIMENTI 7,6 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 695908 ,INVESTIMENTI 448330 ,INVESTIMENTI 308010 ,INVESTIMENTI 232627 ,INVESTIMENTI 0 ,INVESTIMENTI 206866 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
bari,2014,more_party,"INVESTIMENTI 43,2 milioni ","INVESTIMENTI 12,0 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 10,6 milioni ","INVESTIMENTI 9,2 milioni ","INVESTIMENTI 3,4 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 835305 ,"INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 419734 ,INVESTIMENTI 1943 
,,,,,,,,,,,,,,,
barletta,2005,DS,"INVESTIMENTI 10,9 milioni ","INVESTIMENTI 4,3 milioni ",INVESTIMENTI 50685 ,"INVESTIMENTI 3,1 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 211165 ,INVESTIMENTI 782219 ,INVESTIMENTI 300889 ,INVESTIMENTI 32640 ,INVESTIMENTI 1965 ,INVESTIMENTI 0 ,INVESTIMENTI 102059 ,INVESTIMENTI 36235 
,,,,,,,,,,,,,,,
barletta,2006,more_party,"INVESTIMENTI 15,2 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 378211 ,"INVESTIMENTI 6,9 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 876594 ,"INVESTIMENTI 1,0 milioni ",INVESTIMENTI 394386 ,INVESTIMENTI 16320 ,INVESTIMENTI 3080 ,INVESTIMENTI 0 ,INVESTIMENTI 452735 ,INVESTIMENTI 4208 
,,,,,,,,,,,,,,,
barletta,2007,DL,"INVESTIMENTI 24,5 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 16,0 milioni ","INVESTIMENTI 3,7 milioni ",INVESTIMENTI 376295 ,INVESTIMENTI 981306 ,INVESTIMENTI 477438 ,INVESTIMENTI 0 ,INVESTIMENTI 66745 ,INVESTIMENTI 0 ,INVESTIMENTI 169158 ,INVESTIMENTI 1345 
,,,,,,,,,,,,,,,
barletta,2008,DL,"INVESTIMENTI 29,8 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 962995 ,"INVESTIMENTI 15,5 milioni ","INVESTIMENTI 7,0 milioni ",INVESTIMENTI 278308 ,"INVESTIMENTI 2,0 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 2645 ,INVESTIMENTI 0 ,INVESTIMENTI 255259 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
barletta,2009,DL,"INVESTIMENTI 25,2 milioni ","INVESTIMENTI 2,6 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 15,4 milioni ","INVESTIMENTI 3,1 milioni ",INVESTIMENTI 147730 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 710309 ,INVESTIMENTI 0 ,INVESTIMENTI 344 ,INVESTIMENTI 0 ,INVESTIMENTI 108465 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
barletta,2010,DL,"INVESTIMENTI 15,6 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 973451 ,"INVESTIMENTI 4,6 milioni ","INVESTIMENTI 4,4 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 187486 ,INVESTIMENTI 0 ,INVESTIMENTI 97964 ,INVESTIMENTI 0 ,INVESTIMENTI 25674 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
barletta,2011,more_party,"INVESTIMENTI 10,1 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 278082 ,"INVESTIMENTI 4,8 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 415305 ,INVESTIMENTI 620805 ,INVESTIMENTI 535078 ,INVESTIMENTI 0 ,INVESTIMENTI 145429 ,INVESTIMENTI 0 ,INVESTIMENTI 105961 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
barletta,2012,PD,"INVESTIMENTI 8,9 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 126885 ,"INVESTIMENTI 1,9 milioni ","INVESTIMENTI 1,3 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 785233 ,INVESTIMENTI 371690 ,INVESTIMENTI 0 ,INVESTIMENTI 727570 ,INVESTIMENTI 0 ,INVESTIMENTI 28000 ,INVESTIMENTI 37890 
,,,,,,,,,,,,,,,
barletta,2013,PD,"INVESTIMENTI 10,3 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 31303 ,"INVESTIMENTI 2,8 milioni ","INVESTIMENTI 4,1 milioni ",INVESTIMENTI 290546 ,INVESTIMENTI 488347 ,INVESTIMENTI 60033 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
barletta,2014,PD,"INVESTIMENTI 13,4 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 33233 ,"INVESTIMENTI 1,7 milioni ","INVESTIMENTI 9,6 milioni ",INVESTIMENTI 367844 ,INVESTIMENTI 160861 ,INVESTIMENTI 30652 ,INVESTIMENTI 1646 ,INVESTIMENTI 203848 ,INVESTIMENTI 0 ,INVESTIMENTI 7000 ,INVESTIMENTI 39103 
,,,,,,,,,,,,,,,
belluno,2005,DS,"INVESTIMENTI 7,6 milioni ",INVESTIMENTI 689997 ,INVESTIMENTI 435364 ,"INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 38210 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 261152 ,INVESTIMENTI 82835 ,INVESTIMENTI 0 ,INVESTIMENTI 28000 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
belluno,2006,DS,"INVESTIMENTI 7,6 milioni ","INVESTIMENTI 3,9 milioni ",INVESTIMENTI 431539 ,INVESTIMENTI 817026 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 58867 ,INVESTIMENTI 314221 ,INVESTIMENTI 793548 ,INVESTIMENTI 0 ,INVESTIMENTI 114341 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 21740 
,,,,,,,,,,,,,,,
belluno,2007,FI,"INVESTIMENTI 4,6 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 136082 ,INVESTIMENTI 300864 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 296153 ,INVESTIMENTI 3240 ,INVESTIMENTI 257976 ,INVESTIMENTI 7500 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
belluno,2008,FI,"INVESTIMENTI 4,1 milioni ",INVESTIMENTI 844070 ,INVESTIMENTI 379066 ,INVESTIMENTI 136710 ,"INVESTIMENTI 1,6 milioni ",INVESTIMENTI 540083 ,INVESTIMENTI 0 ,INVESTIMENTI 465726 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 73800 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
belluno,2009,FI,"INVESTIMENTI 15,0 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 583781 ,"INVESTIMENTI 6,9 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 29466 ,"INVESTIMENTI 2,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 1200 ,INVESTIMENTI 0 ,INVESTIMENTI 112400 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
belluno,2010,FI,"INVESTIMENTI 5,6 milioni ",INVESTIMENTI 444411 ,INVESTIMENTI 302453 ,"INVESTIMENTI 1,6 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 242010 ,INVESTIMENTI 0 ,INVESTIMENTI 645419 ,INVESTIMENTI 0 ,INVESTIMENTI 48662 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 4784 
,,,,,,,,,,,,,,,
belluno,2011,FI,"INVESTIMENTI 2,7 milioni ",INVESTIMENTI 877902 ,INVESTIMENTI 157288 ,INVESTIMENTI 324958 ,INVESTIMENTI 542677 ,INVESTIMENTI 77067 ,INVESTIMENTI 12045 ,INVESTIMENTI 615809 ,INVESTIMENTI 0 ,INVESTIMENTI 40921 ,INVESTIMENTI 0 ,INVESTIMENTI 37800 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
belluno,2012,more_party,"INVESTIMENTI 4,0 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 197077 ,INVESTIMENTI 592565 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 156416 ,INVESTIMENTI 263416 ,INVESTIMENTI 149611 ,INVESTIMENTI 0 ,INVESTIMENTI 120 ,INVESTIMENTI 0 ,INVESTIMENTI 80661 ,INVESTIMENTI 54978 
,,,,,,,,,,,,,,,
belluno,2013,PD,"INVESTIMENTI 4,0 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 244099 ,INVESTIMENTI 798503 ,INVESTIMENTI 512710 ,INVESTIMENTI 189688 ,INVESTIMENTI 420585 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 32171 ,INVESTIMENTI 0 ,INVESTIMENTI 200414 ,INVESTIMENTI 19581 
,,,,,,,,,,,,,,,
belluno,2014,PD,"INVESTIMENTI 2,9 milioni ",INVESTIMENTI 658912 ,INVESTIMENTI 13967 ,INVESTIMENTI 628918 ,INVESTIMENTI 823887 ,INVESTIMENTI 603959 ,INVESTIMENTI 143655 ,INVESTIMENTI 67650 ,INVESTIMENTI 0 ,INVESTIMENTI 6434 ,INVESTIMENTI 0 ,INVESTIMENTI 2501 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
benevento,2005,FI,"INVESTIMENTI 24,7 milioni ","INVESTIMENTI 7,2 milioni ",INVESTIMENTI 437253 ,"INVESTIMENTI 5,6 milioni ","INVESTIMENTI 6,5 milioni ",INVESTIMENTI 777466 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 804746 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 9470 ,INVESTIMENTI 11697 
,,,,,,,,,,,,,,,
benevento,2006,more_party,"INVESTIMENTI 45,3 milioni ","INVESTIMENTI 23,5 milioni ",INVESTIMENTI 234117 ,"INVESTIMENTI 10,0 milioni ","INVESTIMENTI 5,0 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 139514 ,INVESTIMENTI 666195 ,INVESTIMENTI 0 ,"INVESTIMENTI 3,9 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 1999 ,INVESTIMENTI 120114 
,,,,,,,,,,,,,,,
benevento,2007,UDEUR,"INVESTIMENTI 22,5 milioni ","INVESTIMENTI 2,6 milioni ","INVESTIMENTI 1,0 milioni ","INVESTIMENTI 7,9 milioni ","INVESTIMENTI 5,0 milioni ","INVESTIMENTI 3,2 milioni ",INVESTIMENTI 62019 ,INVESTIMENTI 190316 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,3 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 41761 ,INVESTIMENTI 147519 
,,,,,,,,,,,,,,,
benevento,2008,UDEUR,"INVESTIMENTI 27,9 milioni ","INVESTIMENTI 6,9 milioni ",INVESTIMENTI 590070 ,"INVESTIMENTI 11,5 milioni ","INVESTIMENTI 3,2 milioni ","INVESTIMENTI 2,1 milioni ",INVESTIMENTI 95162 ,INVESTIMENTI 994401 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,2 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 59672 ,INVESTIMENTI 133835 
,,,,,,,,,,,,,,,
